manufacturing_year,odometer_km,cycle_count,battery_health_percent,internal_resistance,charge_efficiency,remaining_capacity,charging_cycles_last_month,fast_charge_ratio,average_trip_distance,daily_distance,cooling_system_health,thermal_runaway_risk,voltage_imbalance,battery_stress_index,thermal_health_score,charging_quality_score,predicted_remaining_life_cycles,battery_failure
2016.0,14294.0,67.0,98.83,0.3931,96.11,90.7,1.0,0.277,2.3,7.3,72.8,47.0,11.82,29.9,62.0,56.5,1397.0,0
2024.0,38241.0,93.0,95.03,0.3729,96.19,90.06,2.0,0.16,20.4,76.0,99.3,54.3,6.76,18.6,59.4,88.4,1305.0,0
2024.0,18055.0,126.0,94.64,0.462,97.42,56.4,3.0,0.238,14.7,31.2,87.1,49.2,10.38,27.5,58.6,53.1,1337.0,0
2020.0,70297.0,234.0,89.94,0.3397,97.19,77.79,5.0,0.196,18.6,42.5,72.8,66.4,16.66,20.1,46.8,75.6,871.0,0
2016.0,38833.0,159.0,89.79,0.4618,94.49,47.34,4.0,0.383,6.1,11.5,47.9,48.4,27.24,4.0,61.4,37.7,1252.0,0
2020.0,42424.0,115.0,94.85,0.5063,94.98,72.48,4.0,0.108,19.5,59.8,72.8,53.2,19.25,13.7,53.4,96.0,1327.0,0
2024.0,19978.0,1.0,96.9,0.4826,94.17,103.63,1.0,0.319,15.5,31.3,82.7,48.6,21.01,15.7,64.4,69.4,1467.0,0
2023.0,19189.0,61.0,98.63,0.4037,94.98,94.17,1.0,0.216,1.0,3.0,88.1,47.0,6.32,20.0,68.4,99.9,1430.0,0
2021.0,41117.0,124.0,91.91,0.3949,95.16,57.93,1.0,0.054,20.4,28.3,74.8,77.1,24.89,23.0,40.2,83.9,978.0,0
2020.0,36282.0,55.0,99.8,0.3972,96.63,69.42,3.0,0.311,16.8,21.2,75.0,47.4,12.28,6.5,64.2,71.1,1446.0,0
2023.0,36567.0,13.0,99.8,0.3948,96.21,90.42,2.0,0.26,43.0,54.8,87.0,49.2,1.91,29.1,61.7,37.7,1498.0,0
2015.0,1932.0,1.0,99.01,0.473,92.85,57.95,3.0,0.035,1.3,3.0,42.5,56.6,20.32,51.0,57.9,81.9,1451.0,0
2017.0,96999.0,405.0,80.93,0.4409,94.74,50.47,6.0,0.289,11.5,32.7,56.7,49.4,32.7,11.9,59.3,58.0,882.0,0
2023.0,500.0,1.0,99.8,0.3516,97.74,47.75,1.0,0.267,1.6,47.1,84.7,67.8,6.0,0.0,48.0,57.9,1221.0,0
2016.0,170170.0,465.0,68.48,0.5608,92.87,49.96,3.0,0.529,28.8,56.4,67.5,69.2,23.86,51.6,45.8,19.6,492.0,0
2023.0,23511.0,66.0,98.06,0.392,96.75,85.45,2.0,0.221,7.3,19.9,100.0,50.6,4.94,19.4,54.4,88.9,1422.0,0
2022.0,30922.0,85.0,84.03,0.68,92.79,73.6,3.0,0.215,10.2,47.1,84.4,59.7,6.64,65.3,52.2,67.5,574.0,0
2024.0,31601.0,117.0,95.58,0.3434,94.47,48.98,5.0,0.253,21.3,50.8,92.6,62.0,10.74,28.4,57.9,47.3,1018.0,0
2023.0,4826.0,214.0,99.8,0.4339,94.98,89.51,2.0,0.213,1.9,3.0,72.8,47.7,13.58,31.1,68.6,47.3,1490.0,0
2015.0,30729.0,53.0,94.53,0.3959,96.91,56.15,3.0,0.529,2.6,7.7,58.6,45.4,14.9,40.9,73.8,52.1,1339.0,0
2023.0,74594.0,222.0,84.72,0.4826,94.98,83.27,3.0,0.306,26.9,76.6,93.6,66.6,13.5,58.1,59.9,43.0,873.0,0
2018.0,46254.0,69.0,95.38,0.4719,96.86,66.81,4.0,0.117,14.5,47.1,71.1,54.1,15.57,14.8,53.5,86.2,1353.0,0
2020.0,36746.0,214.0,86.28,0.4498,94.98,63.11,4.0,0.233,6.0,18.9,73.6,51.8,22.19,52.1,62.8,82.2,1198.0,0
2015.0,196981.0,318.0,80.92,0.5499,94.98,82.1,7.0,0.427,22.8,47.1,64.2,56.6,18.29,33.1,55.2,65.4,971.0,0
2024.0,19844.0,99.0,96.97,0.3405,97.05,44.45,6.0,0.248,12.9,22.2,96.5,50.2,10.33,33.2,67.0,89.8,1393.0,0
2021.0,84521.0,153.0,91.59,0.4634,95.36,104.01,3.0,0.261,24.8,57.2,73.2,51.7,10.91,0.0,52.8,59.5,1234.0,0
2017.0,53249.0,171.0,91.95,0.464,97.89,43.47,2.0,0.319,15.6,19.0,76.8,52.2,7.56,0.0,53.3,87.5,1278.0,0
2020.0,67547.0,214.0,97.63,0.3758,98.67,86.84,2.0,0.07,18.9,38.5,75.3,47.7,7.88,0.0,63.9,100.0,1304.0,0
2018.0,64902.0,66.0,91.94,0.3927,94.37,112.93,4.0,0.232,11.3,28.6,54.4,64.0,29.76,8.9,46.8,86.8,1049.0,0
2022.0,500.0,1.0,99.8,0.4071,96.88,85.56,4.0,0.45,7.8,12.9,83.2,56.8,18.33,31.4,66.7,64.7,1528.0,0
2020.0,23252.0,23.0,98.84,0.3954,98.06,45.65,1.0,0.326,4.8,13.1,70.5,57.5,10.97,35.6,52.7,81.7,1482.0,0
2022.0,85582.0,343.0,76.64,0.5348,93.28,41.01,11.0,0.404,21.1,72.2,71.2,64.6,21.28,40.3,52.6,31.3,650.0,0
2023.0,500.0,57.0,99.8,0.4104,96.17,57.41,1.0,0.132,1.5,3.0,88.8,38.0,2.47,15.6,69.6,71.6,1506.0,0
2022.0,19747.0,26.0,99.62,0.3822,98.98,93.81,1.0,0.567,20.4,25.9,77.5,43.0,10.41,26.2,64.1,65.2,1459.0,0
2024.0,40305.0,91.0,96.71,0.4558,97.26,65.97,7.0,0.303,21.7,47.1,77.4,56.8,15.01,3.7,53.1,75.2,1368.0,0
2021.0,47792.0,88.0,94.05,0.4214,96.8,70.31,3.0,0.353,16.6,30.3,79.8,59.3,18.33,28.8,60.3,71.5,1054.0,0
2024.0,42545.0,206.0,88.74,0.4624,94.88,46.42,8.0,0.43,30.3,83.6,94.9,43.4,7.51,59.1,74.5,34.8,1079.0,0
2020.0,23817.0,12.0,99.8,0.3465,94.98,92.55,1.0,0.404,14.7,30.6,92.5,62.6,14.43,17.3,51.4,47.8,1173.0,0
2018.0,81016.0,231.0,87.61,0.4336,96.23,55.99,2.0,0.262,20.7,47.1,79.2,60.1,20.6,32.3,51.7,56.9,826.0,0
2019.0,146580.0,443.0,78.16,0.5007,96.85,53.71,2.0,0.034,28.0,72.9,71.8,57.7,24.07,8.5,59.2,95.9,793.0,0
2022.0,7164.0,16.0,99.8,0.427,95.97,74.77,4.0,0.436,1.5,3.0,83.6,48.5,0.0,0.0,58.3,8.8,1458.0,0
2022.0,67674.0,158.0,87.09,0.4134,94.84,75.6,4.0,0.394,25.6,59.5,84.5,63.0,13.01,57.8,54.8,41.1,890.0,0
2016.0,150760.0,501.0,79.76,0.5942,92.08,51.58,7.0,0.037,19.0,48.4,72.8,61.4,22.92,0.0,59.1,84.7,824.0,0
2019.0,118876.0,336.0,83.07,0.5377,94.28,56.71,8.0,0.448,16.6,55.6,68.3,60.9,17.62,43.8,59.6,3.8,981.0,0
2022.0,32625.0,30.0,99.8,0.332,95.45,98.38,3.0,0.207,20.4,29.2,83.1,64.9,12.83,42.9,54.2,70.6,1123.0,0
2021.0,36546.0,88.0,92.41,0.3886,95.9,40.04,3.0,0.483,7.0,16.2,83.9,65.8,21.77,31.9,55.0,21.8,1010.0,0
2024.0,8638.0,1.0,99.8,0.4107,94.7,68.93,4.0,0.057,4.1,14.3,92.2,36.7,3.6,0.0,74.3,58.7,1535.0,0
2015.0,217318.0,583.0,76.63,0.5985,94.23,65.8,6.0,0.251,18.2,63.2,57.9,62.1,16.52,3.8,56.4,58.7,673.0,0
2020.0,139588.0,281.0,83.41,0.5416,95.69,78.64,4.0,0.058,11.2,38.3,41.8,54.1,33.19,32.9,56.4,82.1,1005.0,0
2020.0,119888.0,362.0,84.92,0.5029,96.16,67.28,6.0,0.454,21.7,68.2,79.8,49.7,16.5,6.6,64.1,54.3,952.0,0
2022.0,38503.0,176.0,91.03,0.4554,96.91,49.15,1.0,0.118,19.9,31.0,94.8,47.9,12.35,3.7,61.5,93.0,1171.0,0
2022.0,54817.0,210.0,85.35,0.4427,94.89,53.69,3.0,0.489,12.8,40.6,93.5,63.3,18.33,35.8,49.4,78.8,893.0,0
2022.0,15266.0,34.0,99.8,0.3102,98.88,123.75,1.0,0.035,2.1,47.1,95.0,42.1,9.2,33.6,69.0,100.0,1445.0,0
2023.0,20143.0,87.0,93.65,0.4281,96.44,73.01,2.0,0.649,7.3,17.8,89.2,38.6,8.64,56.0,62.9,28.4,1301.0,0
2019.0,55649.0,214.0,93.45,0.4437,96.11,63.98,5.0,0.266,11.4,25.4,56.4,56.4,20.75,31.9,57.4,31.9,1261.0,0
2020.0,3357.0,45.0,99.8,0.379,99.08,86.6,1.0,0.344,1.6,3.0,72.2,57.1,12.17,42.4,52.1,78.6,1161.0,0
2021.0,36512.0,21.0,97.29,0.3918,96.29,108.03,1.0,0.214,11.3,24.7,75.6,65.3,9.51,28.7,53.7,73.1,1136.0,0
2017.0,135198.0,411.0,80.25,0.533,96.07,55.58,5.0,0.384,36.3,47.8,59.3,47.8,18.4,31.1,57.8,37.0,923.0,0
2022.0,49231.0,85.0,97.55,0.4046,99.5,66.1,3.0,0.25,9.9,33.3,73.4,59.1,27.24,7.8,59.0,66.4,1084.0,0
2023.0,78549.0,312.0,87.54,0.4337,96.77,60.34,8.0,0.486,43.0,98.1,83.9,51.3,19.82,58.9,61.5,52.1,1037.0,0
2020.0,94486.0,374.0,79.99,0.4826,92.9,45.22,7.0,0.05,13.3,45.9,68.9,62.9,29.95,0.0,54.7,69.3,666.0,0
2017.0,173797.0,414.0,70.86,0.6831,92.34,69.88,6.0,0.21,27.5,66.0,45.6,61.7,32.07,58.4,61.7,46.0,1030.0,0
2024.0,23061.0,61.0,95.73,0.3289,97.28,77.49,4.0,0.681,16.3,39.0,99.6,52.4,1.7,37.9,63.5,37.7,1293.0,0
2018.0,39257.0,214.0,99.8,0.4382,97.79,47.89,4.0,0.115,8.4,14.5,72.4,53.2,1.34,8.2,63.7,67.6,1420.0,0
2023.0,16186.0,63.0,95.33,0.4282,94.21,110.94,3.0,0.106,3.6,9.5,88.3,31.2,15.15,0.5,73.5,65.0,696.0,0
2019.0,1504.0,1.0,99.8,0.4018,98.81,56.85,1.0,0.435,1.0,47.1,76.5,38.6,14.14,18.7,65.0,65.8,1493.0,0
2022.0,28425.0,20.0,99.8,0.3787,94.98,74.84,2.0,0.025,17.4,47.1,90.0,48.4,14.55,14.5,64.1,71.7,1484.0,0
2020.0,99613.0,319.0,77.21,0.5463,94.98,45.81,9.0,0.184,31.7,59.6,82.4,80.9,23.85,43.6,41.9,46.7,677.0,0
2020.0,28244.0,121.0,94.19,0.3815,95.49,49.28,1.0,0.423,4.3,14.5,74.4,58.5,17.28,29.2,57.3,0.0,1055.0,0
2017.0,120170.0,262.0,85.3,0.4513,94.27,71.92,5.0,0.278,23.7,40.8,72.8,57.5,17.0,33.2,54.9,58.0,1093.0,0
2016.0,52008.0,133.0,90.1,0.4309,93.55,69.0,4.0,0.708,7.1,19.4,60.2,60.8,21.25,54.0,45.4,16.8,993.0,0
2020.0,103199.0,246.0,79.67,0.4958,96.16,59.44,6.0,0.54,20.2,59.5,77.9,75.1,16.56,51.0,43.0,27.3,728.0,0
2020.0,35998.0,121.0,94.62,0.4295,94.89,63.19,4.0,0.167,20.4,47.8,93.8,53.5,7.13,17.6,67.9,64.1,1030.0,0
2016.0,41341.0,166.0,91.07,0.4739,94.27,68.43,1.0,0.391,6.1,16.8,57.9,56.4,14.23,37.0,52.4,50.3,1224.0,0
2021.0,76579.0,134.0,96.95,0.4349,97.39,79.83,2.0,0.258,36.0,55.6,84.8,54.7,16.53,30.8,61.0,60.3,1300.0,0
2018.0,126386.0,152.0,89.66,0.4199,94.5,115.49,3.0,0.283,27.4,49.7,61.3,56.8,9.74,8.2,56.1,61.5,952.0,0
2024.0,32196.0,71.0,98.11,0.3795,95.57,65.89,6.0,0.338,18.0,58.8,88.6,50.1,15.81,17.9,65.0,74.2,1391.0,0
2019.0,189207.0,360.0,78.95,0.6015,94.8,96.91,2.0,0.273,30.5,89.5,68.9,56.8,12.72,59.1,56.0,50.0,930.0,0
2020.0,79761.0,201.0,86.52,0.4223,94.92,64.12,4.0,0.386,15.3,38.6,72.7,58.6,11.53,32.5,58.7,34.5,910.0,0
2018.0,60102.0,228.0,87.64,0.4592,94.93,66.08,3.0,0.207,10.9,27.0,65.3,52.9,33.41,33.2,62.8,55.4,1089.0,0
2020.0,78549.0,211.0,89.71,0.4367,97.48,57.21,5.0,0.094,21.5,51.2,82.4,37.9,17.02,1.7,70.7,93.9,1179.0,0
2024.0,41857.0,167.0,88.44,0.4018,93.86,62.65,3.0,0.384,38.7,62.3,94.1,65.2,20.91,20.7,53.1,59.3,902.0,0
2023.0,52211.0,171.0,90.26,0.4265,95.6,63.83,6.0,0.438,24.7,52.9,87.7,47.0,18.79,52.4,65.3,39.0,1256.0,0
2023.0,45110.0,258.0,80.6,0.5063,94.59,30.77,10.0,0.628,25.9,56.5,87.2,67.3,27.24,27.7,45.8,9.4,768.0,0
2024.0,34424.0,38.0,97.96,0.3322,94.44,86.89,6.0,0.143,12.8,37.7,91.8,64.2,17.15,33.2,47.6,89.5,1179.0,0
2020.0,89755.0,224.0,75.17,0.5892,94.98,69.64,4.0,0.217,44.2,57.1,68.6,65.7,29.38,76.8,51.4,48.7,717.0,0
2020.0,47881.0,103.0,93.87,0.4459,96.64,76.74,3.0,0.237,8.3,23.5,64.9,71.1,9.63,29.8,48.8,74.6,1034.0,0
2023.0,85270.0,219.0,86.28,0.3939,94.67,57.7,11.0,0.377,28.5,89.8,86.1,71.5,15.06,21.2,45.0,47.9,799.0,0
2022.0,84673.0,221.0,85.1,0.4992,97.46,73.08,7.0,0.162,41.9,76.6,80.2,60.4,16.81,10.7,54.0,79.1,839.0,0
2017.0,3637.0,10.0,99.8,0.3815,96.81,94.78,1.0,0.413,2.1,7.1,76.9,44.2,16.44,44.2,63.2,71.5,1495.0,0
2016.0,168621.0,389.0,74.51,0.5641,92.86,57.21,3.0,0.223,30.8,53.6,62.7,63.9,18.54,27.6,50.6,71.1,607.0,0
2018.0,8934.0,1.0,97.68,0.2976,96.84,92.89,2.0,0.126,1.0,3.0,56.3,63.3,16.22,31.4,56.6,79.0,1186.0,0
2023.0,26288.0,14.0,99.8,0.4146,95.92,103.59,2.0,0.275,13.9,28.0,89.8,51.7,14.31,15.8,56.6,70.6,1479.0,0
2021.0,61071.0,271.0,83.89,0.5306,93.45,38.55,6.0,0.467,15.8,43.9,90.7,55.0,18.33,6.5,64.8,52.1,1008.0,0
2020.0,84062.0,142.0,88.56,0.3385,94.78,80.1,3.0,0.644,20.1,39.9,68.7,61.0,21.52,33.2,56.9,26.4,961.0,0
2024.0,12127.0,52.0,93.92,0.5299,96.78,58.98,3.0,0.2,14.0,28.6,93.5,35.2,10.88,19.6,70.5,65.8,706.0,0
2023.0,40707.0,83.0,97.89,0.4296,94.98,78.19,7.0,0.08,21.0,39.1,87.5,55.9,17.26,7.4,58.6,76.4,1345.0,0
2023.0,43421.0,166.0,87.61,0.4522,95.65,47.76,7.0,0.252,37.5,51.9,76.7,45.0,8.74,27.3,66.4,88.7,1224.0,0
2017.0,124350.0,220.0,87.61,0.5063,96.64,104.84,1.0,0.048,35.9,49.1,71.6,43.0,19.73,10.2,65.8,97.3,1148.0,0
2020.0,41815.0,147.0,94.56,0.4266,95.62,58.31,2.0,0.062,8.4,21.5,85.3,46.0,6.46,26.8,62.7,64.9,1274.0,0
2024.0,500.0,1.0,99.8,0.411,96.04,80.19,1.0,0.473,9.0,19.2,100.0,43.3,8.77,39.7,64.5,58.5,1500.0,0
2017.0,92632.0,474.0,71.8,0.4999,92.3,27.08,5.0,0.223,11.6,38.3,63.2,61.2,23.6,20.8,55.3,50.9,549.0,0
2024.0,9409.0,1.0,96.31,0.4191,97.48,52.02,1.0,0.313,1.0,3.0,95.3,42.5,10.27,52.7,68.1,46.8,1438.0,0
2022.0,94995.0,154.0,93.08,0.4591,95.45,82.67,1.0,0.25,30.5,88.3,77.0,50.9,11.21,29.8,61.9,68.7,1256.0,0
2016.0,130480.0,422.0,74.65,0.5668,91.89,53.02,10.0,0.507,21.0,46.0,68.1,57.1,20.57,77.4,56.3,4.6,736.0,0
2016.0,85633.0,220.0,88.35,0.4975,95.99,64.02,3.0,0.639,14.8,28.6,48.2,45.5,22.21,42.6,61.6,39.6,1030.0,0
2015.0,30049.0,12.0,95.46,0.4407,97.56,63.33,2.0,0.409,4.5,6.9,49.7,54.0,13.98,41.7,55.2,21.7,1433.0,0
2016.0,10302.0,58.0,87.61,0.3691,94.93,89.06,1.0,0.489,1.0,3.0,72.8,66.1,12.04,41.9,56.7,55.5,1098.0,0
2021.0,115936.0,379.0,79.36,0.5477,94.98,59.82,4.0,0.56,43.0,80.1,75.6,60.5,24.86,48.9,55.0,45.1,872.0,0
2019.0,31581.0,41.0,97.92,0.3598,95.54,88.2,1.0,0.188,12.5,17.3,64.1,52.2,21.34,25.7,63.0,93.8,1446.0,0
2020.0,17141.0,86.0,93.7,0.5063,94.91,52.43,1.0,0.258,7.8,15.0,91.0,40.0,11.1,17.3,68.0,61.6,667.0,0
2020.0,162249.0,353.0,74.92,0.4998,92.4,61.22,7.0,0.308,50.2,80.1,88.5,67.6,18.18,34.6,44.9,51.2,625.0,0
2021.0,28998.0,61.0,98.77,0.3578,97.2,74.4,5.0,0.113,8.4,23.8,74.2,48.8,12.39,0.0,62.9,82.6,1394.0,0
2022.0,500.0,1.0,97.81,0.3958,95.67,82.02,2.0,0.219,20.4,3.0,87.1,62.0,9.5,47.2,51.2,32.8,1527.0,0
2024.0,23022.0,137.0,95.93,0.4208,98.39,76.66,2.0,0.319,27.1,37.6,95.5,48.0,2.39,28.3,67.4,55.3,1322.0,0
2020.0,70166.0,214.0,83.23,0.4653,95.59,56.74,6.0,0.411,27.3,39.8,77.9,64.0,17.3,33.7,50.8,77.7,792.0,0
2019.0,168270.0,441.0,78.99,0.5645,95.08,65.14,6.0,0.54,36.5,74.3,75.9,57.9,25.76,38.3,52.9,67.4,826.0,0
2020.0,10346.0,90.0,92.26,0.4333,96.73,95.37,3.0,0.61,1.1,3.0,68.5,44.3,14.36,65.8,68.4,43.8,1411.0,0
2023.0,5703.0,57.0,94.7,0.4575,96.81,62.67,3.0,0.221,9.7,20.9,89.0,37.6,9.11,35.3,72.7,77.7,1342.0,0
2020.0,500.0,17.0,96.88,0.4198,95.8,61.55,1.0,0.588,1.4,3.0,73.0,66.3,19.27,50.1,46.8,12.5,1159.0,0
2015.0,66550.0,214.0,87.61,0.4987,95.74,47.49,1.0,0.369,7.8,24.5,72.8,56.6,21.64,27.8,54.6,40.4,1110.0,0
2024.0,500.0,1.0,87.61,0.2785,99.21,109.17,1.0,0.205,1.8,3.1,83.9,58.0,11.19,33.2,55.4,100.0,1192.0,0
2017.0,37872.0,122.0,91.84,0.3801,96.25,76.03,3.0,0.319,9.6,12.0,65.7,68.8,12.91,55.6,48.4,46.5,1009.0,0
2021.0,32743.0,115.0,94.3,0.3839,96.2,51.22,3.0,0.351,6.0,18.7,73.5,61.6,14.01,32.9,54.7,56.4,1002.0,0
2017.0,112973.0,187.0,91.63,0.4838,95.69,118.28,2.0,0.158,19.8,41.8,68.5,56.8,13.67,26.0,67.1,86.0,1177.0,0
2017.0,64624.0,152.0,90.63,0.3785,96.98,66.89,1.0,0.295,13.9,26.5,73.7,60.3,10.3,21.0,55.6,67.1,932.0,0
2024.0,10158.0,1.0,87.61,0.3511,98.16,73.2,1.0,0.241,11.0,33.5,81.1,56.8,10.88,0.4,57.1,28.9,1213.0,0
2019.0,158429.0,315.0,87.61,0.5721,94.51,70.73,6.0,0.33,52.1,80.5,79.7,56.8,7.28,71.0,50.1,67.2,922.0,0
2015.0,183971.0,375.0,83.01,0.5044,93.27,78.75,2.0,0.049,17.9,59.9,72.8,60.3,13.22,19.7,54.8,77.3,888.0,0
2024.0,64038.0,92.0,96.15,0.4432,93.56,79.01,9.0,0.441,31.1,78.9,92.3,51.7,17.36,14.1,56.9,41.0,1406.0,0
2022.0,58136.0,147.0,86.17,0.415,96.41,58.72,7.0,0.544,22.9,46.1,69.4,71.6,24.89,45.1,50.0,0.0,887.0,0
2023.0,64851.0,107.0,92.34,0.459,95.07,68.5,4.0,0.234,28.3,70.7,93.6,50.6,4.39,44.4,62.5,74.8,1258.0,0
2015.0,169867.0,450.0,76.52,0.5065,95.01,55.79,3.0,0.339,22.0,55.0,58.5,64.6,18.33,23.7,56.2,34.5,550.0,0
2018.0,123894.0,203.0,90.68,0.459,95.8,89.71,5.0,0.351,25.4,47.4,62.9,45.6,13.27,32.6,64.7,14.0,1203.0,0
2021.0,52049.0,132.0,95.61,0.2857,95.7,69.58,7.0,0.094,20.4,47.1,60.6,63.0,25.59,53.8,51.5,90.8,1015.0,0
2024.0,30224.0,79.0,92.81,0.4633,96.51,52.93,8.0,0.183,25.5,56.7,92.8,53.8,9.2,0.0,61.4,85.8,671.0,0
2021.0,77805.0,165.0,92.86,0.3771,97.51,76.11,6.0,0.073,15.2,51.6,76.8,60.5,9.38,26.6,53.9,92.8,983.0,0
2023.0,78549.0,206.0,87.02,0.4789,94.86,49.6,7.0,0.155,40.7,64.2,91.8,63.2,7.58,50.2,46.7,62.0,1030.0,0
2020.0,117922.0,240.0,85.95,0.4653,94.54,79.17,4.0,0.039,40.0,64.2,72.8,58.9,18.0,23.2,56.3,74.0,1144.0,0
2023.0,60060.0,194.0,91.99,0.4577,94.98,47.14,9.0,0.319,38.4,65.7,77.7,56.4,14.68,41.6,50.6,25.4,1188.0,0
2018.0,78549.0,278.0,81.78,0.4532,93.78,78.36,4.0,0.309,15.7,34.0,67.0,64.2,16.44,14.0,54.3,52.8,774.0,0
2020.0,103089.0,191.0,87.46,0.3934,92.31,74.22,4.0,0.329,17.8,54.9,76.0,66.9,26.47,18.4,46.9,48.6,884.0,0
2020.0,8789.0,62.0,95.7,0.4389,96.51,75.63,3.0,0.382,2.8,7.8,74.5,42.0,7.23,18.6,70.1,47.5,1406.0,0
2019.0,51344.0,172.0,80.3,0.5829,93.84,59.75,6.0,0.308,13.6,20.0,79.1,54.8,17.74,19.2,59.9,61.0,507.0,0
2022.0,63503.0,214.0,67.82,0.7423,94.98,35.0,6.0,0.482,16.8,52.7,85.4,64.7,19.44,39.1,56.4,34.5,345.0,0
2020.0,20321.0,1.0,98.58,0.4006,96.41,78.26,4.0,0.359,6.1,11.9,84.0,49.7,17.03,33.0,65.7,61.3,1507.0,0
2015.0,103384.0,260.0,90.52,0.4362,94.93,58.76,4.0,0.235,10.9,32.5,44.1,49.3,28.42,29.6,71.1,41.5,1050.0,0
2015.0,56320.0,140.0,95.46,0.3804,95.1,66.2,1.0,0.215,9.2,16.1,46.9,47.2,10.95,5.5,69.3,55.4,1278.0,0
2017.0,101977.0,585.0,64.46,0.5648,93.63,23.5,7.0,0.429,13.2,35.5,69.4,76.1,19.69,30.6,44.0,35.5,417.0,0
2020.0,53471.0,149.0,91.58,0.4419,96.7,83.94,5.0,0.565,32.7,63.4,91.5,42.3,8.2,39.5,65.2,29.0,1266.0,0
2020.0,20237.0,18.0,99.8,0.3354,97.35,84.45,1.0,0.231,4.3,47.1,72.8,71.3,23.67,38.8,47.8,71.5,1210.0,0
2016.0,131447.0,410.0,73.2,0.5136,91.57,55.22,4.0,0.208,19.5,42.6,58.4,56.8,30.8,33.2,45.2,23.7,582.0,0
2022.0,78549.0,256.0,82.55,0.5096,96.06,30.02,3.0,0.319,13.9,25.4,88.4,52.2,15.6,37.3,59.4,45.1,1029.0,0
2021.0,81967.0,175.0,88.47,0.428,95.02,82.0,4.0,0.403,17.9,46.9,82.4,61.7,14.61,32.7,51.0,58.9,901.0,0
2016.0,75663.0,183.0,81.74,0.5089,94.12,78.18,2.0,0.287,18.9,25.3,51.0,70.4,25.71,38.7,53.9,73.4,828.0,0
2023.0,75426.0,134.0,82.87,0.6436,96.72,100.65,8.0,0.211,29.7,47.1,85.8,47.6,24.77,42.5,59.6,77.6,562.0,0
2020.0,4938.0,1.0,99.24,0.3692,96.24,87.48,1.0,0.199,1.4,3.0,73.5,56.8,10.14,3.7,59.6,58.1,1542.0,0
2021.0,104947.0,232.0,69.53,0.7286,92.0,57.04,9.0,0.44,42.1,75.3,74.7,52.4,31.24,59.5,67.8,15.0,383.0,0
2019.0,166685.0,582.0,73.24,0.6343,95.78,41.5,10.0,0.337,23.0,75.7,75.8,64.3,23.39,33.3,41.1,48.9,714.0,0
2022.0,81417.0,156.0,85.8,0.4367,96.51,67.26,3.0,0.539,24.4,68.0,79.9,68.1,21.15,43.2,52.7,52.1,907.0,0
2018.0,108043.0,390.0,73.96,0.6131,92.07,40.72,6.0,0.353,14.8,48.7,54.2,50.5,18.33,1.7,56.2,46.3,846.0,0
2017.0,27948.0,160.0,97.0,0.4097,95.91,43.93,7.0,0.209,8.3,19.7,70.7,54.3,7.19,36.3,58.1,73.7,1363.0,0
2019.0,45125.0,171.0,97.45,0.4364,97.24,44.94,6.0,0.11,18.4,24.3,82.3,38.5,6.76,0.0,66.9,100.0,1287.0,0
2016.0,105214.0,203.0,81.61,0.4362,93.88,66.17,5.0,0.62,24.1,33.3,72.8,67.2,25.31,59.3,42.3,25.3,797.0,0
2015.0,18832.0,30.0,97.93,0.4044,94.98,95.14,1.0,0.422,1.0,3.0,60.2,56.3,16.81,31.9,55.5,49.0,1408.0,0
2024.0,76784.0,159.0,90.62,0.4801,94.79,73.46,8.0,0.303,32.3,100.8,85.9,61.1,15.01,41.9,59.9,26.3,1276.0,0
2021.0,55311.0,174.0,88.23,0.4743,96.57,57.38,3.0,0.492,15.6,39.5,73.3,46.5,16.49,43.4,66.0,46.7,1140.0,0
2020.0,162990.0,380.0,78.34,0.4812,95.26,62.95,9.0,0.282,27.8,84.8,82.7,77.0,12.58,33.9,48.9,59.4,645.0,0
2020.0,131371.0,280.0,89.82,0.4404,97.15,80.67,8.0,0.187,23.7,60.9,87.5,58.0,22.45,21.9,57.9,93.6,1063.0,0
2022.0,102013.0,227.0,76.57,0.5759,94.08,75.31,4.0,0.354,44.3,75.1,80.3,81.5,27.59,67.0,43.6,13.7,729.0,0
2023.0,16444.0,1.0,99.8,0.377,97.07,64.02,4.0,0.177,4.7,16.2,81.3,37.7,2.66,34.0,68.7,91.0,1558.0,0
2022.0,63324.0,185.0,75.0,0.635,92.51,43.13,8.0,0.414,20.5,57.7,72.1,53.3,28.38,38.6,54.8,3.4,472.0,0
2019.0,42321.0,129.0,90.38,0.4232,97.17,81.95,1.0,0.385,8.0,22.3,72.6,44.2,3.03,26.4,68.6,56.3,1185.0,0
2018.0,127424.0,230.0,73.97,0.6953,92.45,68.02,5.0,0.426,36.8,58.0,63.2,57.3,22.29,36.2,61.2,0.3,405.0,0
2018.0,56626.0,200.0,91.97,0.4643,96.77,55.96,2.0,0.246,17.8,24.4,67.7,44.3,7.23,16.1,62.7,52.0,1172.0,0
2015.0,130002.0,277.0,85.38,0.5426,96.73,80.06,3.0,0.281,14.5,40.4,72.2,61.0,14.16,25.2,59.6,81.3,1064.0,0
2023.0,42098.0,50.0,93.64,0.3893,96.12,99.29,2.0,0.459,15.8,45.8,72.8,79.3,15.82,52.6,46.3,41.7,1123.0,0
2022.0,22933.0,144.0,93.4,0.4543,95.59,44.39,2.0,0.68,3.7,47.1,95.3,42.7,18.33,52.8,61.9,33.3,1212.0,0
