vehicle_id,manufacturing_year,odometer_km,cycle_count,battery_health_percent,internal_resistance,charge_efficiency,remaining_capacity,charging_cycles_last_month,fast_charge_ratio,average_trip_distance,daily_distance,cooling_system_health,thermal_runaway_risk,voltage_imbalance,battery_stress_index,thermal_health_score,charging_quality_score,predicted_remaining_life_cycles,battery_failure,BMS_warning_count,capacity_loss_percent,vehicle_age_years
EV194698,2024.0,38083.0,122.0,89.93,0.4221,97.94,83.41,7.0,0.505,19.2,49.9,97.4,68.4,7.28,60.7,42.7,52.2,1038.0,0,1.0,10.07,2.06
EV224719,2022.0,83189.0,211.0,90.65,0.4711,95.22,82.17,8.0,0.313,39.6,77.6,86.9,47.6,10.57,13.1,62.0,44.6,1211.0,0,7.0,9.35,3.86
EV240757,2015.0,39987.0,184.0,89.25,0.5056,95.38,39.15,1.0,0.591,6.6,16.2,52.1,55.2,12.81,47.9,57.2,38.2,1179.0,0,0.0,,10.95
EV174690,2020.0,78549.0,205.0,88.47,0.4223,95.63,43.09,1.0,0.266,8.2,23.9,72.8,63.9,18.74,45.3,57.3,52.1,908.0,0,2.0,11.53,5.93
EV126907,2020.0,185845.0,493.0,60.02,0.6939,90.84,46.57,11.0,0.433,30.7,103.3,72.8,90.6,25.7,66.8,33.7,9.2,456.0,1,6.0,39.98,6.22
EV254738,2015.0,121194.0,347.0,70.51,0.7508,86.28,66.52,1.0,0.467,10.4,36.2,45.5,86.6,23.04,100.0,35.8,21.3,811.0,1,4.0,29.49,11.02
EV160975,2016.0,161571.0,287.0,87.61,0.4793,94.95,82.24,5.0,0.384,21.8,53.3,62.8,54.1,21.94,10.2,56.9,48.9,1043.0,0,1.0,14.13,10.08
EV163340,2022.0,72478.0,214.0,78.22,0.5854,93.9,60.42,4.0,0.472,18.7,62.7,81.1,63.9,24.03,45.0,54.7,18.7,935.0,0,3.0,21.78,3.96
EV175615,2018.0,63901.0,152.0,92.14,0.4542,95.87,85.79,2.0,0.159,9.3,27.7,75.7,49.6,18.33,5.9,67.3,58.6,1275.0,0,0.0,7.86,8.03
EV143540,2020.0,29134.0,101.0,94.99,0.4314,99.01,87.95,1.0,0.354,5.3,16.8,80.9,46.8,13.48,23.5,60.3,77.0,1328.0,0,1.0,5.01,3.95
EV113065,2016.0,165510.0,388.0,85.48,0.5433,95.32,60.07,6.0,0.139,31.2,55.1,67.2,53.3,28.99,13.2,58.3,71.6,869.0,0,4.0,14.52,9.97
EV147687,2016.0,450000.0,714.0,57.55,0.6953,90.52,74.23,9.0,0.604,120.4,179.2,50.5,56.8,35.26,75.0,48.4,0.0,264.0,1,3.0,42.45,9.95
EV198474,2022.0,81753.0,154.0,88.36,0.4186,96.63,68.85,5.0,0.479,22.4,65.5,86.4,56.8,18.45,45.4,44.8,50.5,928.0,0,4.0,,4.08
EV267660,2016.0,105836.0,168.0,92.43,0.4626,97.37,80.28,4.0,0.594,13.0,33.4,62.3,47.4,11.62,39.6,74.3,59.0,1030.0,0,1.0,7.57,9.7
EV171732,2022.0,70241.0,198.0,89.46,0.5063,94.57,68.84,3.0,0.178,31.2,58.9,82.7,51.3,22.45,16.2,62.9,58.6,1129.0,0,2.0,10.54,
EV294034,2022.0,12607.0,4.0,99.28,0.3304,94.3,90.9,5.0,0.177,16.3,28.8,81.7,59.7,19.67,48.4,51.7,70.7,1198.0,0,,0.72,4.13
EV262776,2019.0,82117.0,180.0,89.31,0.4568,95.61,80.14,5.0,0.468,11.8,38.4,66.2,57.1,23.19,65.0,52.4,46.1,1184.0,0,5.0,10.69,6.84
EV274132,2021.0,103849.0,133.0,96.27,0.4092,97.92,94.13,1.0,0.561,27.6,76.8,71.3,57.5,15.05,33.2,52.2,22.7,1344.0,0,0.0,3.73,5.13
EV261023,2021.0,62529.0,183.0,81.38,0.473,93.71,59.53,4.0,0.326,22.5,39.6,84.8,72.1,18.33,63.3,51.4,62.3,843.0,0,3.0,18.62,5.15
EV199940,2016.0,164225.0,453.0,73.94,0.6565,94.55,54.52,6.0,0.496,24.8,50.3,65.1,57.3,25.96,66.4,59.5,39.6,757.0,0,1.0,26.06,9.87
EV290260,2023.0,7678.0,1.0,99.8,0.3745,99.5,52.02,1.0,0.127,5.9,17.4,99.4,49.8,9.02,0.0,65.2,95.1,1030.0,0,3.0,0.2,2.94
EV153793,2021.0,49802.0,99.0,87.98,0.504,96.06,69.51,2.0,0.427,12.9,40.0,69.0,67.2,18.47,45.8,53.6,43.0,954.0,0,,12.02,5.01
EV257157,2020.0,55895.0,214.0,90.71,0.4805,94.86,59.7,11.0,0.311,13.7,42.8,85.9,51.9,10.69,20.2,63.5,52.6,1166.0,0,4.0,9.29,5.83
EV282323,2017.0,108050.0,372.0,78.12,0.6391,95.97,49.55,2.0,0.485,13.7,39.3,70.0,66.8,23.55,13.5,50.5,20.3,948.0,0,4.0,21.88,8.77
EV245387,2016.0,124828.0,198.0,92.14,0.4474,97.04,122.32,7.0,0.289,17.7,45.7,63.5,44.1,17.89,7.3,70.2,62.2,1167.0,0,0.0,7.86,9.87
EV171054,2015.0,273713.0,1655.0,45.24,0.9204,87.27,15.52,13.0,0.233,31.6,79.9,56.3,65.0,32.59,29.9,59.3,0.0,0.0,1,1.0,54.76,11.1
EV272973,2023.0,27072.0,129.0,95.5,0.3615,94.8,64.02,2.0,0.151,13.5,25.9,84.3,62.6,18.93,7.7,58.4,77.7,1006.0,0,1.0,4.5,3.14
EV284182,2015.0,97366.0,237.0,87.13,0.5392,94.84,77.55,3.0,0.585,14.9,25.0,60.6,57.1,19.0,16.9,49.8,31.3,1102.0,0,2.0,12.87,11.01
EV121396,2020.0,9823.0,14.0,99.8,0.3573,96.49,78.66,1.0,0.047,1.1,3.0,79.7,61.9,11.29,10.3,55.3,100.0,1182.0,0,2.0,0.2,5.99
EV132618,2017.0,76267.0,254.0,86.34,0.5067,96.25,61.53,1.0,0.056,14.0,27.3,54.0,54.9,28.24,24.9,53.2,52.1,1030.0,0,4.0,13.66,9.21
EV127379,2023.0,42103.0,32.0,99.59,0.3943,96.69,85.96,7.0,0.071,14.6,50.4,79.4,45.2,16.19,28.8,65.6,54.4,1462.0,0,1.0,0.41,3.12
EV153853,2021.0,19536.0,58.0,88.43,0.5462,93.68,85.83,1.0,0.177,11.7,20.0,65.6,67.0,25.45,59.9,43.1,81.1,1283.0,0,1.0,11.57,5.02
EV158017,2017.0,33045.0,53.0,97.95,0.3989,97.71,57.59,2.0,0.367,12.1,16.9,44.1,55.9,16.81,32.1,50.8,42.5,1410.0,0,0.0,2.05,9.05
EV278444,2021.0,17248.0,4.0,99.8,0.3113,98.74,81.56,1.0,0.205,7.0,11.0,89.6,56.8,9.71,7.3,54.4,98.3,1180.0,0,2.0,0.2,4.65
EV170578,2024.0,52642.0,143.0,83.42,0.579,92.07,74.63,5.0,0.476,23.0,76.2,85.7,63.0,24.25,15.0,50.3,38.9,534.0,0,5.0,16.58,1.81
EV105861,2021.0,180794.0,748.0,67.47,0.6859,94.26,32.04,20.0,0.5,78.3,122.4,68.2,62.7,30.12,40.8,50.4,24.2,1030.0,1,1.0,32.53,4.81
EV116824,2015.0,30186.0,80.0,97.87,0.4191,98.47,92.82,2.0,0.102,2.6,5.7,55.4,50.8,19.86,2.8,63.2,100.0,1030.0,0,1.0,2.13,10.98
EV292802,2019.0,96440.0,357.0,72.05,0.5381,94.98,35.53,6.0,0.247,18.4,40.5,70.4,72.3,29.95,21.7,56.9,52.1,612.0,0,3.0,27.95,7.19
EV252575,2024.0,7801.0,1.0,97.69,0.3755,96.7,61.24,4.0,0.262,7.8,26.8,72.8,73.6,9.79,63.2,42.0,58.0,1182.0,0,2.0,2.31,1.87
EV174334,2016.0,132351.0,308.0,87.12,0.4541,96.25,91.86,5.0,0.287,13.4,40.8,66.4,53.0,13.5,45.9,62.1,87.4,1067.0,0,5.0,12.88,9.91
EV262060,2018.0,22708.0,66.0,91.26,0.455,95.68,36.31,1.0,0.392,1.9,3.0,64.2,67.1,16.07,27.9,49.1,72.5,1087.0,0,4.0,8.74,8.24
EV259715,2018.0,26943.0,48.0,93.73,0.5085,95.31,85.02,1.0,0.218,2.7,7.8,67.2,68.6,13.76,75.0,45.3,79.4,1370.0,0,3.0,6.27,8.09
EV124705,2021.0,18480.0,66.0,96.31,0.3299,96.72,72.9,1.0,0.375,5.1,14.1,78.8,60.7,11.19,31.8,55.1,52.1,1087.0,0,8.0,3.69,4.91
EV193627,2016.0,99037.0,481.0,74.22,0.6566,96.78,34.0,6.0,0.164,16.5,34.2,55.1,56.0,25.62,43.2,66.7,67.4,1030.0,0,1.0,25.78,9.67
EV238196,2015.0,262263.0,742.0,65.47,0.6618,92.55,44.48,10.0,0.229,29.4,80.2,50.4,59.9,36.96,0.0,55.0,14.6,473.0,1,4.0,34.53,11.0
EV230286,2017.0,163036.0,634.0,47.47,0.9161,89.77,64.02,4.0,0.497,32.7,62.4,66.1,60.3,32.04,41.9,49.2,0.0,73.0,1,3.0,52.53,9.19
EV207451,2023.0,80475.0,63.0,95.92,0.3843,97.09,89.46,7.0,0.229,40.1,95.2,93.0,51.8,11.95,29.2,52.9,59.0,1381.0,0,2.0,4.08,3.05
EV248063,2024.0,26327.0,1.0,99.8,0.3537,96.3,92.39,5.0,0.062,14.0,30.6,98.2,53.0,10.35,10.0,63.6,94.7,1559.0,0,2.0,0.2,2.06
EV245320,2022.0,9472.0,50.0,99.8,0.429,97.04,71.96,2.0,0.269,20.4,12.1,82.1,41.5,16.51,23.6,71.6,74.5,1505.0,0,4.0,0.2,3.81
EV221462,2022.0,23360.0,14.0,99.8,0.352,96.58,82.7,7.0,0.314,22.4,33.8,88.8,56.8,5.09,19.5,69.2,77.0,1545.0,0,2.0,0.2,4.03
EV190018,2017.0,63771.0,55.0,93.94,0.3934,94.98,99.83,1.0,0.216,11.3,26.0,43.8,62.5,18.17,21.0,51.3,100.0,1042.0,0,2.0,6.06,8.75
EV132485,2017.0,138648.0,319.0,87.06,0.4924,94.2,74.71,1.0,0.454,18.0,55.2,48.8,61.0,29.43,44.7,54.5,47.6,1074.0,0,1.0,12.94,8.83
EV258971,2015.0,11197.0,75.0,92.9,0.3751,94.74,24.39,1.0,0.399,1.1,3.0,60.5,63.0,20.49,42.5,54.7,63.9,1030.0,0,4.0,,11.11
EV228120,2018.0,84867.0,180.0,90.63,0.3531,95.63,79.72,3.0,0.186,17.0,33.0,68.9,63.2,24.58,26.7,52.4,77.8,907.0,0,1.0,9.37,
EV183746,2016.0,335675.0,1279.0,42.47,0.7787,89.21,22.98,8.0,0.897,39.5,112.7,50.3,83.3,18.33,56.1,43.7,0.0,0.0,1,8.0,57.53,10.25
EV197870,2023.0,105178.0,379.0,80.82,0.4816,92.26,47.3,6.0,0.608,31.9,91.6,81.8,49.9,14.84,42.0,68.0,9.4,912.0,0,3.0,19.18,
EV288156,2015.0,352547.0,1160.0,29.35,1.2388,84.31,18.18,10.0,0.515,49.8,108.0,47.3,81.2,53.37,74.8,35.4,0.0,0.0,1,3.0,70.65,
EV210318,2015.0,134079.0,336.0,78.95,0.5607,94.56,64.98,3.0,0.292,15.9,41.6,53.3,65.1,20.27,53.9,48.6,35.8,921.0,1,6.0,21.05,10.97
EV294643,2020.0,23032.0,91.0,99.12,0.5063,94.98,63.32,5.0,0.022,6.1,17.2,85.1,58.6,11.85,6.7,55.9,52.1,1089.0,0,1.0,0.88,5.96
EV210974,2022.0,27630.0,1.0,99.8,0.4476,98.88,69.69,1.0,0.225,9.4,29.5,86.3,47.8,16.55,37.2,63.6,79.7,1510.0,0,0.0,0.2,4.07
EV143159,2022.0,21164.0,76.0,94.24,0.5063,96.39,67.28,6.0,0.487,12.8,19.9,76.9,62.4,14.65,40.9,54.7,38.0,1051.0,0,1.0,5.76,3.95
EV208877,2020.0,110855.0,271.0,83.5,0.5063,94.41,74.0,4.0,0.411,24.6,65.9,81.5,49.2,23.09,32.1,63.4,55.4,1044.0,0,4.0,16.5,5.84
EV262217,2023.0,25732.0,74.0,96.53,0.3846,96.83,69.56,5.0,0.345,14.5,28.3,100.0,52.5,12.37,11.9,51.0,69.1,1113.0,0,,3.47,2.76
EV263065,2016.0,52775.0,168.0,93.69,0.4644,95.9,56.29,4.0,0.35,9.6,14.6,56.7,53.4,20.47,26.0,51.2,45.4,1264.0,0,2.0,6.31,9.88
EV296233,2024.0,46739.0,157.0,87.61,0.4489,98.43,64.49,7.0,0.325,37.2,66.2,100.0,52.0,2.15,30.6,61.3,60.8,1259.0,0,3.0,5.09,1.95
EV188416,2020.0,99815.0,214.0,88.08,0.4556,94.98,89.12,4.0,0.324,19.1,61.2,70.2,50.5,26.85,23.7,66.4,22.2,1102.0,0,2.0,11.92,5.97
EV291107,2019.0,26858.0,138.0,97.19,0.4183,97.77,53.01,4.0,0.275,6.8,9.0,65.8,45.1,7.58,22.2,62.2,70.8,1331.0,0,1.0,2.81,6.98
EV248599,2024.0,14010.0,20.0,99.8,0.3174,96.47,67.61,4.0,0.077,14.9,36.2,93.2,55.7,18.33,54.9,52.9,100.0,1196.0,0,4.0,0.2,1.98
EV266240,2023.0,53293.0,94.0,94.4,0.3632,95.08,96.74,7.0,0.287,12.6,37.7,96.3,39.4,13.77,50.0,72.3,61.7,1359.0,0,4.0,5.6,2.92
EV277915,2020.0,24913.0,214.0,99.25,0.4107,98.77,74.09,1.0,0.545,4.7,12.9,83.5,42.2,6.11,43.4,56.9,52.2,1412.0,0,1.0,0.75,6.13
EV164919,2016.0,428995.0,1692.0,43.28,0.7154,91.17,20.9,19.0,0.428,103.1,142.4,63.3,79.3,44.12,30.8,35.9,32.2,0.0,1,5.0,56.72,10.02
EV114022,2024.0,7961.0,44.0,99.8,0.3515,94.82,87.13,4.0,0.227,1.6,47.1,88.9,40.8,12.46,42.6,71.6,61.1,1030.0,0,1.0,0.2,1.94
EV179899,2016.0,146731.0,281.0,81.96,0.4261,92.49,79.46,2.0,0.3,16.3,45.8,60.7,70.7,24.38,15.7,54.7,60.3,768.0,0,1.0,18.04,10.31
EV255630,2021.0,68015.0,160.0,79.12,0.5851,94.97,69.3,1.0,0.622,12.9,37.2,63.7,53.5,27.31,38.8,64.1,32.8,507.0,0,6.0,,5.04
EV165080,2016.0,14860.0,89.0,96.49,0.3666,95.63,59.11,1.0,0.539,1.6,3.0,53.0,64.9,11.49,57.1,60.2,24.8,1042.0,0,2.0,3.51,9.99
EV120455,2019.0,86309.0,213.0,85.85,0.4688,94.79,53.42,6.0,0.655,22.1,42.6,63.4,53.8,27.32,49.9,52.5,11.4,1089.0,0,3.0,14.15,6.77
EV278436,2017.0,372416.0,1260.0,29.17,1.0901,85.39,17.16,22.0,0.693,94.0,142.2,52.8,86.6,51.42,72.3,40.7,0.0,0.0,1,7.0,70.83,8.86
EV216260,2017.0,263321.0,652.0,66.8,0.6746,92.79,62.94,6.0,0.319,34.1,95.1,61.6,56.5,28.44,31.9,54.7,26.5,610.0,1,5.0,33.2,8.94
EV244978,2016.0,149357.0,367.0,60.6,0.7654,91.62,53.57,4.0,0.471,36.6,44.8,51.5,56.3,36.01,45.6,49.7,28.7,262.0,1,2.0,39.4,10.16
EV209580,2019.0,116630.0,445.0,78.71,0.5637,94.08,45.73,6.0,0.367,30.7,55.0,72.8,45.8,17.18,38.2,56.1,42.0,854.0,0,2.0,21.29,7.02
EV201596,2023.0,56563.0,128.0,95.95,0.4066,96.47,74.84,4.0,0.319,20.1,50.3,93.3,55.7,5.96,6.8,56.2,63.6,1341.0,0,3.0,4.05,3.19
EV167411,2016.0,109973.0,609.0,66.55,0.6378,93.19,26.03,9.0,0.848,14.4,36.5,63.2,70.3,33.61,51.5,47.9,6.3,581.0,1,1.0,33.45,10.16
EV246873,2016.0,99398.0,443.0,79.15,0.5424,93.66,34.63,8.0,0.2,11.6,37.3,87.4,55.7,18.34,68.0,58.9,35.9,854.0,0,2.0,20.85,9.89
EV267722,2024.0,33611.0,158.0,88.11,0.4038,95.06,49.61,5.0,0.236,31.7,49.9,86.7,66.7,18.67,15.5,50.4,73.1,919.0,0,2.0,11.89,2.17
EV219305,2020.0,2806.0,2.0,97.33,0.3587,95.99,80.26,1.0,0.37,1.2,47.1,74.5,58.5,12.13,39.1,58.9,57.1,1175.0,0,3.0,2.67,6.13
EV245580,2020.0,5699.0,22.0,98.05,0.457,96.45,48.23,1.0,0.43,5.2,13.1,73.5,38.4,16.75,36.8,75.1,46.8,1450.0,0,2.0,1.95,6.07
EV185204,2023.0,26284.0,206.0,94.96,0.4247,95.39,43.79,5.0,0.147,16.6,33.2,90.6,46.5,9.98,15.4,59.6,89.0,1204.0,0,1.0,5.04,3.22
EV234566,2019.0,271092.0,705.0,61.04,0.663,90.95,49.36,16.0,0.699,44.3,139.1,84.2,67.2,28.28,66.4,45.9,0.0,477.0,1,4.0,38.96,6.6
EV272601,2020.0,72722.0,310.0,79.13,0.4866,94.98,39.78,5.0,0.294,12.3,39.0,72.2,66.6,26.44,45.9,48.4,51.1,718.0,0,4.0,20.87,6.05
EV195548,2018.0,107061.0,315.0,80.83,0.5197,94.15,65.37,5.0,0.181,14.1,45.8,62.2,68.0,24.22,24.6,51.5,45.4,947.0,0,1.0,19.17,7.93
EV244915,2015.0,340778.0,776.0,56.64,0.781,91.37,50.94,10.0,0.532,81.7,100.6,62.5,62.1,29.22,39.5,55.6,22.8,1030.0,1,4.0,43.36,11.05
EV238547,2024.0,15441.0,91.0,95.64,0.424,98.1,80.29,6.0,0.136,20.3,29.4,77.9,35.2,3.14,40.1,73.3,81.9,1030.0,0,1.0,4.36,1.81
EV243521,2021.0,41160.0,59.0,95.83,0.5063,95.11,67.29,5.0,0.19,9.2,28.6,74.9,52.3,14.73,17.8,59.3,76.4,1397.0,0,1.0,4.17,5.2
EV249764,2016.0,70496.0,222.0,83.87,0.4512,93.73,65.38,1.0,0.364,13.9,23.7,56.0,56.8,21.7,34.0,53.8,50.1,852.0,0,0.0,16.13,9.95
EV130723,2024.0,69087.0,238.0,81.03,0.5664,97.01,46.08,4.0,0.672,37.1,102.4,73.8,56.8,26.75,40.2,52.2,31.4,1017.0,0,3.0,18.97,2.13
EV181302,2017.0,141582.0,409.0,75.79,0.5019,94.55,51.85,7.0,0.362,33.7,56.2,70.7,72.6,24.98,37.0,49.4,57.2,593.0,0,2.0,24.21,8.47
EV285197,2020.0,500.0,2.0,99.8,0.3364,95.0,77.97,1.0,0.117,1.4,3.0,62.7,46.9,14.67,33.2,66.1,97.9,1489.0,0,1.0,,6.04
EV137360,2020.0,12917.0,86.0,82.86,0.5087,92.49,80.7,1.0,0.277,1.0,3.0,83.9,77.9,16.28,79.2,46.5,64.3,917.0,0,6.0,17.14,6.11
EV138328,2020.0,81273.0,161.0,92.18,0.4794,93.68,70.01,3.0,0.275,14.9,50.3,86.2,47.8,13.97,19.5,52.2,63.1,1259.0,0,2.0,7.82,
EV128245,2024.0,18528.0,214.0,99.8,0.416,99.19,83.48,1.0,0.319,13.4,26.4,94.7,54.7,1.85,13.1,59.6,94.7,1413.0,0,2.0,0.2,2.15
EV167799,2020.0,12230.0,1.0,99.8,0.3784,97.01,50.84,2.0,0.199,1.5,3.0,57.7,53.5,23.57,9.0,59.8,78.2,1487.0,0,3.0,0.2,5.73
EV123774,2020.0,156672.0,276.0,80.26,0.4441,96.0,86.16,5.0,0.456,26.0,86.8,72.8,73.7,25.69,54.8,39.8,46.8,1030.0,0,1.0,19.74,5.92
EV120205,2018.0,196260.0,716.0,48.06,0.9538,88.73,27.35,12.0,0.447,33.6,80.5,71.4,55.0,31.76,20.0,56.9,18.1,22.0,1,5.0,51.94,7.98
EV247540,2019.0,143387.0,526.0,76.4,0.6298,94.14,38.53,10.0,0.294,29.8,73.1,71.3,57.7,27.6,28.8,60.7,31.5,771.0,0,2.0,23.6,6.89
EV124945,2015.0,388341.0,214.0,42.78,0.7595,87.76,26.96,13.0,0.48,66.3,114.6,41.8,94.7,49.42,75.2,28.1,14.7,0.0,1,4.0,57.22,10.94
EV223140,2024.0,26711.0,142.0,92.59,0.4753,94.89,65.66,3.0,0.431,23.7,40.9,100.0,54.5,12.26,34.6,57.8,22.1,1257.0,0,2.0,7.41,1.99
EV278180,2017.0,229198.0,489.0,77.1,0.544,92.98,65.63,6.0,0.183,20.4,82.8,71.9,63.5,24.86,34.3,46.0,66.6,791.0,0,3.0,22.9,8.85
EV112788,2022.0,25670.0,68.0,89.73,0.5499,95.1,80.56,3.0,0.265,9.0,23.6,80.3,42.6,21.42,23.0,73.4,65.9,673.0,0,1.0,10.27,3.97
EV160382,2018.0,176176.0,312.0,79.23,0.4459,94.98,77.06,4.0,0.322,42.0,75.1,74.0,71.1,19.95,26.9,42.3,50.7,673.0,0,4.0,20.77,7.92
EV125877,2017.0,121596.0,161.0,87.6,0.4653,96.31,92.26,3.0,0.159,15.8,42.7,51.2,74.2,21.28,15.9,41.6,78.9,901.0,0,2.0,12.4,9.02
EV199739,2015.0,61965.0,226.0,90.92,0.4443,94.87,50.27,4.0,0.399,5.8,17.9,57.6,50.2,26.33,32.4,56.4,41.6,1187.0,0,1.0,9.08,11.05
EV258707,2017.0,78549.0,117.0,91.49,0.3748,95.78,49.56,1.0,0.423,6.4,13.8,72.8,56.8,24.14,24.9,50.0,60.5,1018.0,0,3.0,8.51,9.15
EV151481,2016.0,394502.0,1358.0,55.67,0.7372,92.65,31.93,15.0,0.364,110.0,133.2,55.1,71.8,31.34,53.7,47.9,19.0,94.0,1,4.0,44.33,10.06
EV114403,2020.0,202479.0,506.0,67.94,0.6682,94.98,54.97,9.0,0.786,60.2,123.9,76.0,58.0,27.2,93.3,59.0,0.0,667.0,1,7.0,32.06,5.75
EV156194,2021.0,36300.0,214.0,92.19,0.4205,97.8,42.94,3.0,0.218,9.5,28.1,79.5,47.7,17.03,15.8,65.1,61.7,1189.0,0,2.0,7.81,5.2
EV266594,2017.0,142917.0,663.0,45.19,0.9178,88.93,20.65,11.0,0.505,19.9,54.9,48.0,78.7,43.55,38.4,41.3,0.0,76.0,1,7.0,54.81,9.02
EV267328,2020.0,6973.0,48.0,99.52,0.3587,97.09,94.37,1.0,0.318,1.1,3.0,77.3,68.6,11.84,24.5,45.1,72.8,1030.0,0,6.0,,5.92
EV286343,2022.0,31556.0,16.0,99.8,0.3869,94.98,78.73,3.0,0.301,12.3,33.0,63.4,53.8,19.37,38.8,53.7,80.7,1487.0,0,1.0,0.2,4.14
EV174015,2024.0,45283.0,180.0,91.84,0.4223,97.83,55.82,5.0,0.276,26.4,70.1,89.1,48.8,9.51,36.5,54.7,75.1,1236.0,0,,8.16,
EV255707,2024.0,3552.0,32.0,97.54,0.304,98.39,65.53,3.0,0.221,7.5,11.1,100.0,60.0,14.12,33.2,51.4,69.4,1108.0,0,1.0,2.46,1.93
EV236729,2019.0,211933.0,422.0,80.02,0.5352,93.16,75.57,3.0,0.336,38.4,101.8,70.5,53.4,15.56,25.6,58.1,51.4,886.0,0,1.0,19.98,6.69
EV270549,2022.0,48652.0,133.0,82.47,0.5798,94.69,59.19,8.0,0.27,25.8,53.7,81.0,47.0,18.14,47.2,69.8,52.1,569.0,0,1.0,17.53,4.13
EV261246,2023.0,500.0,73.0,92.09,0.4315,95.52,77.58,1.0,0.581,2.2,3.0,95.3,56.1,18.38,32.6,54.2,0.0,1335.0,0,1.0,7.91,2.6
EV297069,2016.0,292893.0,1845.0,51.92,0.7848,91.09,16.33,19.0,0.319,72.3,95.0,51.9,80.0,39.11,49.8,50.8,46.5,0.0,1,7.0,48.08,9.91
EV175405,2023.0,500.0,1.0,99.8,0.3084,98.19,92.79,1.0,0.14,12.1,16.5,85.5,53.6,5.0,22.3,53.5,94.9,1190.0,0,0.0,0.2,3.25
EV178792,2024.0,27352.0,20.0,98.05,0.4246,95.98,76.38,4.0,0.374,28.4,46.2,96.4,65.5,1.86,34.0,54.8,61.2,1468.0,0,1.0,1.95,2.13
EV204172,2020.0,128608.0,189.0,89.93,0.4374,95.38,113.87,7.0,0.415,21.4,66.6,77.2,52.1,11.67,13.0,65.5,29.5,1160.0,0,0.0,10.07,5.97
EV297644,2021.0,38812.0,154.0,80.04,0.6218,93.97,44.0,1.0,0.287,9.5,24.7,71.3,44.0,15.64,39.7,68.0,57.7,522.0,0,2.0,19.96,5.15
EV282759,2017.0,38921.0,100.0,96.76,0.5063,94.79,78.23,3.0,0.267,6.0,17.1,52.7,55.9,23.28,38.7,54.7,85.0,1408.0,0,2.0,3.24,8.96
EV119092,2022.0,43376.0,214.0,87.61,0.4248,97.39,56.68,4.0,0.047,17.9,47.1,88.1,70.5,24.53,17.1,51.9,71.6,914.0,0,3.0,8.03,4.21
EV120402,2024.0,16789.0,49.0,90.41,0.427,95.25,64.02,7.0,0.615,16.8,47.2,87.7,64.6,13.28,61.1,44.6,29.3,1051.0,0,0.0,9.59,2.08
EV119818,2020.0,42475.0,136.0,92.76,0.4492,96.14,57.67,4.0,0.371,21.6,44.2,90.1,52.4,15.63,41.1,57.5,67.8,1308.0,0,2.0,7.24,2.92
EV294460,2017.0,44926.0,239.0,84.11,0.4706,94.74,60.19,1.0,0.557,5.4,16.4,56.6,45.9,15.08,33.5,63.7,54.3,1118.0,0,4.0,15.89,8.97
EV258329,2024.0,23306.0,55.0,96.51,0.34,97.25,71.72,7.0,0.335,18.8,62.4,90.1,52.3,12.74,2.1,49.6,81.1,1403.0,0,0.0,3.49,1.84
EV141178,2020.0,145253.0,579.0,56.31,0.7897,85.72,26.56,4.0,0.457,22.9,78.8,73.0,87.3,31.89,88.3,34.1,0.0,341.0,1,4.0,43.69,6.0
EV177775,2021.0,74522.0,308.0,82.0,0.5118,94.77,33.68,8.0,0.367,16.9,49.8,79.5,50.3,21.43,36.6,61.9,81.7,994.0,0,3.0,18.0,5.0
EV283911,2015.0,14636.0,48.0,87.61,0.3641,95.02,64.11,1.0,0.374,2.2,4.1,42.0,61.5,18.98,25.5,45.0,31.7,1149.0,0,2.0,2.21,11.04
EV185023,2024.0,30355.0,1.0,99.8,0.3332,98.24,92.01,3.0,0.271,15.0,48.9,85.2,63.1,0.0,46.8,51.8,86.3,1224.0,0,2.0,0.2,2.12
EV187497,2024.0,34964.0,161.0,87.61,0.389,98.03,61.53,6.0,0.143,15.0,44.7,93.8,47.8,9.66,14.2,65.6,84.3,1301.0,0,2.0,5.64,2.22
EV291741,2021.0,78549.0,231.0,76.95,0.6918,87.07,73.91,7.0,0.515,50.7,75.8,77.4,69.4,14.65,100.0,47.9,0.0,946.0,1,2.0,23.05,5.02
EV197505,2023.0,36551.0,167.0,78.14,0.568,94.17,34.06,2.0,0.302,11.3,23.2,97.4,47.6,20.39,46.5,66.6,52.4,496.0,0,2.0,21.86,2.86
EV285776,2020.0,81438.0,312.0,84.4,0.5011,96.21,47.14,2.0,0.161,23.2,46.7,77.7,51.1,19.99,21.9,61.7,92.8,1020.0,0,1.0,15.6,6.09
EV254986,2021.0,102119.0,148.0,87.42,0.4514,94.98,90.91,1.0,0.549,27.5,70.1,79.4,65.6,30.66,39.4,48.6,6.2,921.0,1,7.0,,4.85
EV132436,2015.0,34435.0,76.0,97.96,0.4058,96.38,79.45,5.0,0.281,4.0,13.6,61.0,56.9,7.52,29.1,57.6,71.4,1417.0,0,2.0,2.04,10.99
EV120598,2015.0,180810.0,670.0,52.35,0.8875,91.03,27.91,10.0,0.184,25.4,57.5,48.0,68.8,46.45,7.2,44.4,46.1,44.0,1,,47.65,10.86
EV223070,2015.0,447603.0,872.0,58.44,0.7062,94.98,57.23,11.0,0.319,57.4,128.2,51.1,61.4,35.69,33.2,59.0,0.0,1030.0,1,2.0,41.56,11.32
